source_lang,target_lang,source_text,target_text
fr,ewo,VIDÉO : Ne perdez jamais espoir ! (1:48),VIDÉO: Te mina dzèè afiri! (1:48)
fr,ewo,Quelles questions cette femme se posait-elle ?,"Ane vidéo a he lere, minsili mifé mininga té a mbe siligi émen?"
fr,ewo,Qu’est-ce que l’étude de la Bible lui a apporté ?,Akia afé ayègè Bibel a nga vòli nyè?
fr,ewo,La Bible nous encourage à poser des questions. Lire et discuter de cette question :,Bibel a tindi bia na bi sili biabeben minsili. Lang’a ai yalen a nsili hi:
fr,ewo,À quelles questions aimeriez-vous trouver les réponses dans la Bible ?,Minsili mifé wò yi na wò bi biyalen bia sò Bibel?
fr,ewo,Beaucoup de gens aiment lire la Bible. Ils disent que cela leur fait du bien. Regarder la VIDÉO et discuter des questions qui suivent.,Abui bot ba ding be lang’a Bibel ai ba nòng nfi été. Bebege VIDÉO ai yalen minsili mi tsaa mi:
fr,ewo,VIDÉO : Lire la Bible (2:05),VIDÉO: Nlang’en Bibel (2:05)
fr,ewo,Est-ce que les jeunes qui parlent dans cette vidéo aiment lire ?,"Ane é vidéo nyi a he lere, ye binanga bia ding nlang’en?"
fr,ewo,Mais pourquoi est-ce qu’ils aiment lire la Bible ?,Amu dzé bia ding lang Bibel?
fr,ewo,Les enseignements de la Bible nous consolent et nous donnent un espoir. Lire et discuter de cette question :,Minyegelen ya Bibel mia wono bia mi vaa fe bia ndi. Lang’a ai yalen a nsili hi:
fr,ewo,Avez-vous envie d’en savoir plus sur la consolation et l’espoir dont parle la Bible ?,Ye wò yi na wò yem ngaaga dzia ya Bibel a ya ve awono ai ndi?
fr,ewo,"Beaucoup aiment lire la Bible, mais ils trouvent utile aussi d’en parler avec d’autres personnes. Lire et discuter de cette question :","Abui da ding lang Bibel, veda ba yen fe nfi ya kat é bot bevòk é mam ba yègè. Lang’a ai yalen a nsili hi:"
fr,ewo,Comment pouvons-nous comprendre la Bible ? (voir les ).,Ai zen fé bi ne tuene wog Bibel?​—Bebege fe .
fr,ewo,"ON ENTEND PARFOIS : « Étudier la Bible, c’est perdre son temps. »",ABUI BOT DA DZO NA: “A yègè Bibel o ne édzèè abog.”
fr,ewo,"Et vous, qu’en pensez-vous ? Pourquoi ?","Mfaa woé, ntsogen woé o ne mbé? Ai amu dzé?"
fr,ewo,"La Bible contient de bons conseils pour la vie de tous les jours, elle répond aux grandes questions de la vie, elle nous console et nous donne un espoir.","Bibel a bele abeng melebega asu énying ya mmos ose, biyalen ya boro minsili, a vaa fe bia awono ai ndi."
fr,ewo,Quel genre de conseils trouve-t-on dans la Bible ?,Akia melebega afé bia kòb a Bibel?
fr,ewo,Citez quelques questions auxquelles la Bible répond.,Kan minsili mifé Bibel a yalen?
fr,ewo,Qu’aimeriez-vous apprendre grâce à la Bible ?,Dzé wò yi na wò yègè ai zen ya Bibel?
fr,ewo,Les conseils de la Bible sont toujours utiles aujourd’hui.,Melebega ya Bibel me ngene nfi asu daan melu ma.
fr,ewo,« Une sagesse à l’épreuve du temps » ( La Tour de Garde n o 1 2018),“Une sagesse à​—l’épreuve du temps” ( La Tour de Garde n° 1 2018)
fr,ewo,La Bible a aidé un homme qui éprouvait un profond mal-être depuis son enfance.,Bebege akia afé Bibel a nga vòli mot zing na a tséndé bebé mintsogen a mbe bele a kèèle mòngò.
fr,ewo,J’ai fini par être heureux (2:53),Me nga kèène tòbò mintak (2:53)
fr,ewo,Des conseils de la Bible pratiques pour les familles.,Bebege abeng melebega Bibel a ve asu menda mebot.
fr,ewo,« 12 clés du bonheur familial » ( Réveillez-vous ! n o 2 2018),“12 clés du bonheur familial” ( Réveillez-vous! n° 2 2018)
fr,ewo,Qui dirige vraiment le monde ? La Bible rectifie une idée fausse sur cette question.,Za a dzoé é si nyi? Bibel a yi wò ve mfang éyalen ya été a ya selen ai minnal abui bot ba tié.
fr,ewo,Pourquoi étudier la Bible ? (version longue) (3:14),Asu dzé bia yeane yègè Bibel?​—é vidéo é ne ayab (3:14)
fr,ewo,"L’homme éthiopien a eu besoin d’aide pour comprendre ce qu’il lisait. Aujourd’hui aussi, beaucoup trouvent utile de discuter de la Bible avec d’autres personnes.","Miak Étiopia a nga yang’en ai nvòlen asu yi na a wog é mam a lang’a. Melu maan ma, abui da yen nfi na bot befe be vòli bò a wog Bibel"
fr,ewo,"Partout dans le monde, les gens doivent gérer des situations qui les stressent ou qui les font souffrir. Avez-vous déjà connu ce genre de situations ? Peut-être êtes-vous malade, ou avez-vous perdu quelqu’un que vous aimez. Vous vous demandez sûrement : « Est-ce qu’un jour ça ira mieux ? » Dans la Bible, vous trouverez une réponse rassurante à cette question.","A si ése abui bot ba toben ai é mam ma bò na be tebe étié melunga, be sang’en abui ngeki na be bi mintié. Ye o tebeya akia étié té? Éyòng zing na é ne mbol wò kòn ngeki na ndinding woé mbòk a nga wu. O ne dzam sili wòmen na, ‘Ye ntsénden wa yi fò bò mmos zing?’ Bibel a ve éyalen ya wono bia a nsili té."
fr,ewo,"La Bible explique pourquoi le monde va si mal, mais elle annonce aussi une bonne nouvelle : tous nos problèmes vont bientôt disparaître. Les promesses de la Bible nous offrent « un avenir et un espoir » (lire ). Elles nous aident à affronter nos difficultés, à être positifs et à être vraiment heureux.","Bibel a timi bia amu dzé si é ne ndzalen ai abui mindzug, ve a kat fe bia mbembe dzam na Zamba a zu mana ai mindzug mité mise. Mengaaga ya Bibel “ma ve bia ndi asu melu ma zu” (Lang’a ). Ndi té ya vòli bia na bi dzibi mindzug ya melu ma, é vaa fe bia afiri na bia yi tòbò mintak kòm ya kòm."
fr,ewo,"La Bible dit que, bientôt, « la mort n’existera plus » et qu’ « il n’y aura plus ni deuil, ni cri, ni douleur » (lire ). Tous les problèmes qui nous empêchent d’être heureux, comme la pauvreté, les injustices, la maladie et la mort, n’existeront plus. La Bible promet que les humains connaîtront le bonheur de vivre pour toujours dans un paradis terrestre.","Bibel a dzo na melu ma zu “awu da yi ki fe bare bò ndò fe tegè meyeb nge ntat nge mintié” (Lang’a ). É mam mese ma bò na te bia bi mintak melu ma​—ane mebua, nkòt, okòn ai awu—bia yi ki fe bare bò. Bibel a ve ngaaga na bot ba yi tòbò mintak ya nying kòm ése a Paradis a si va."
fr,ewo,"Beaucoup de gens espèrent que l’avenir sera meilleur, mais ils n’ont aucune garantie que leur espoir va se concrétiser. Pour les promesses de la Bible, c’est différent : elles vont vraiment se réaliser. Pour en être convaincu, il faut ‘examiner soigneusement les Écritures’ ( ). Votre étude de la Bible vous permettra de savoir si vous pouvez croire ce qu’elle promet pour l’avenir.","Abui bot a bele ndi na melu ma zu ma yi tòbò mbeng, ve be bele ki é dzom ya lere bò na mam meté ma yi toben. Nselna a ne ai mengaaga ya Bibel amu ma yi fò toben. Bia yeane hm yemede afiri daan a mam Bibel a dzo “a tuene bindi mimfufub mintilen” ( ). Ayègè Bibel doé da yi wò vòli na o yem nge wò yi yebe mengaaga ma sò a Bibel asu melu ma zu."
fr,ewo,Découvrons à quoi ressemblera la vie quand les promesses de la Bible se réaliseront. Et voyons ce que l’espoir que donne la Bible peut nous apporter dès aujourd’hui.,Yene akia ya énying ya yi tòbò éyòng mengaaga ya Bibel ma yi toben. Yen fe akia afé é ndi Bibel a ve ya vòli abui bot melu ma.
fr,ewo,"Le tableau ci-dessous présente certaines promesses de la Bible. Lesquelles vous touchent particulièrement, et pourquoi ?","Bebege a nkaala, wò yi yen mengaaga mevòk ma sò a Bibel. Mefé ma dang wò namba? Asu dzé?"
fr,ewo,"Lire les versets indiqués après chaque promesse, et réfléchir à ces questions :",Lang’a bifus bi ne a mgbaa ngaaga ése ai yalen minsili mi tsaa mi:
fr,ewo,Quel espoir nous donne ce texte biblique ? Pensez-vous qu’il pourrait faire du bien à votre famille ou à vos amis ?,Ye wò tsog na bifus bité bi ne nfi asu doé? Ye bi ne fe bò nfi asu nda bot dzoé ai bemvoé boé?
fr,ewo,Imaginez un monde où :,Tam tsog na wò nying é hom:
fr,ewo,TOUT LE MONDE...,MOT OSE . . .
fr,ewo,"ne souffrira, ne vieillira, ni ne mourra ( ).","tegè fe woren mintié, tegè yombo, nge a wu ( )."
fr,ewo,"retrouvera ses proches, car ils reviendront à la vie sur terre ( ).","a yi bare yen mindinding mié mi nga man wu, ane ba dugen sò nying a si mu ( )."
fr,ewo,ne tombera malade ni ne vivra avec un handicap ( ).,a yi ki ku okòn nge a bi éyem zing ( ).
fr,ewo,sera en bonne santé et plein d’énergie ( ).,a yi tòbò mvòè a tò fe ndzalen ai ngul ( ).
fr,ewo,ne sera victime d’injustices ( ).,a yi ki fe bare toben ai nkòt ( ).
fr,ewo,"aura de la nourriture en abondance, une maison où il fait bon vivre, et un travail agréable ( ).","a yi bi abui bidi, mbembe nda, ai mbembe asu ésié ( )."
fr,ewo,ne souffrira à cause de la guerre ( ).,a yi ki fe dzugi amu bita ( ).
fr,ewo,vivra en paix ( ).,"a yi tòbò a mvòè, tegè mbara dzom zing ( )."
fr,ewo,ne sera tourmenté par des pensées ou des souvenirs douloureux ( ).,a yi ki dzugi amu mintié ( ).
fr,ewo,vivra éternellement dans des conditions idéales ( ).,a yi bi énying kòm tegè ai é dzom ya ndegele nyè ( ).
fr,ewo,"Quand ils voient tous les problèmes qu’il y a dans le monde, beaucoup de gens sont découragés, ou même révoltés. Certains se battent pour essayer de changer les choses. Découvrez comment une femme a trouvé du réconfort dans la promesse que les choses vont s’améliorer. Regarder la VIDÉO et discuter des questions qui suivent.","Éyòng bot ba yen mindzug mise mi ne a si, abui da ku sòm ngeki na be nga bò éngana. Bevòk ki ba lumen asu yi na be tséndé mam. Yene ane bot bezing be nga bi awono a ngaaga yi na mam ma yi man komben. Bebege VIDÉO ai yalen minsili mi tsaa mi:"
fr,ewo,VIDÉO : Je voulais combattre l’injustice (4:07),VIDÉO: Me nga yi na ma lumen ai ékokòt (4:07)
fr,ewo,Quelle injustice tourmentait Rafika ?,"Ane vidéo a he lere, nkòt mbé Rafika a nga toben ai wò?"
fr,ewo,"Même si ce genre d’injustice n’a pas disparu, comment la Bible a-t-elle aidé Rafika ?","Tò ane bikòkòt bimam bité bi ndziki man, akia afé Bibel a nga vòli nyè?"
fr,ewo,"L’espoir que donne la Bible d’un avenir meilleur peut nous aider à vaincre le découragement et à surmonter nos difficultés. Lire et , et discuter de ces questions :",É ndi Bibel a ve asu melu ma zu é ne bia dzam vòli na bi dang mindzug miaan ai na bi bò te ku sòm. Lang’a ai ai yalen minsili mi tsaa mi:
fr,ewo,Pensez-vous que ce message d’espoir pourrait améliorer votre vie dès maintenant ? Pourquoi ?,"Nge wò yebe mengaaga ya Bibel asu melu ma zu, ye wò tsog na ndi té é ne dzam tséndé énying dzoé? Asu dzé?"
fr,ewo,"ON ENTEND PARFOIS : « Ce que promet la Bible, c’est trop beau pour être vrai. »",ABUI BOT DA DZO NA: “É mam Bibel a kaa ma nyeb abui asu yi na me bò bebela.”
fr,ewo,"À votre avis, pourquoi est-il important de vérifier par soi-même si la Bible dit la vérité ?",Mfaa woé amu dzé a ne nfi na wòmen o dzeng na o yem nge Bibel a kat bebela?
fr,ewo,"La Bible nous promet que, dans l’avenir, nous serons vraiment heureux, et cet espoir nous aide à affronter nos difficultés.","Bibel a kaa bia na, melu ma zu, bia yi tòbò mintak. Ndi té ya vòli bia na bi ke osu na bia dzibi mindzug miaan."
fr,ewo,Pourquoi avons-nous besoin d’espoir ?,Asu dzé bia yang’en na bi yem é mam Yéhova a kaa bia?
fr,ewo,Qu’annonce la Bible pour l’avenir ?,Dzé Bibel a dzo é bebege melu ma zu?
fr,ewo,Comment le message d’espoir de la Bible peut-il améliorer votre vie dès maintenant ?,Akia afé ndi asu melu ma zu é ne wò vòli éteteg dzi?
fr,ewo,Des articles qui montrent que l’espoir donne de la force.,Yene akia afé ndi é ne wò vòli éyòng o bele mindzug.
fr,ewo,"« L’espoir : où le trouver ? » ( Réveillez-vous ! , 22 avril 2004)","“L’espoir​—Où le trouver?” ( Réveillez-vous!, 22 avril 2004)"
fr,ewo,Comment l’espoir d’un avenir meilleur peut-il aider ceux qui souffrent d’une maladie chronique ?,Yene akia afé ndi asu melu ma zu é ne vòli é ba ba baren ai ngul okòn.
fr,ewo,« Vivre avec une maladie chronique : la Bible est-elle utile ? » (article jw.org),“Vivre avec une maladie chronique​—La Bible est-elle utile?” (Nlang’en a jw.org)
fr,ewo,Une vidéo musicale qui vous aidera à imaginer votre avenir et celui de votre famille dans le paradis dont parle la Bible.,"Mezik ma lot ai bivegele ma, ma yi wò vòli, wò ai nda bot dzoé na mi tsog énying ya Paradis melu ma zu ane Bibel a dzo."
fr,ewo,Imagine ce jour (3:37),Tsogo amos té (3:37)
fr,ewo,La biographie d’un activiste dont la vie a changé quand on lui a fait connaître les promesses de la Bible.,Lang’a ane énying activiste zing é nga tséndé éyòng a nga yem é ngaaga Bibel a ve asu melu ma zu.
fr,ewo,"« Je ne pense plus devoir changer le monde » ( La Tour de Garde , 1 er juillet 2013)","“Je ne pense plus devoir changer le monde” ( La Tour de Garde , 1 er juillet 2013)"
fr,ewo,"La Bible contient beaucoup de conseils et de promesses. Vous êtes peut-être curieux de savoir ce qu’elle enseigne, même si vous vous posez des questions du genre : « Peut-on avoir confiance dans un si vieux livre ? », « Ce que dit la Bible peut-il nous être utile aujourd’hui ? » ou « Peut-on croire ce qu’elle annonce pour l’avenir ? » Des millions de personnes pensent que oui. Et vous ? Nous vous encourageons à vous faire votre propre opinion.","Bibel a bele abui melebega ai mengaaga. Dzam bò na wò yi na wò yem é mam a yegele, ve o ne fe ntsel. O ne dzam sili wòmen na: Ye wò yeane furi afiri doé a nnomo kalara nyi ngaa? Ye é dzam Bibel a dzo a ne fò bia bò ai nfi melu maan ma? Ngeki na ye wò yeane yebe é mam Bibel a dzo me bebege melu ma zu? Bizug bibot bia yebe dò. Bia banda fe wò na o zu yen ai wòmen nge mam me ne nala."
fr,ewo,"La Bible affirme contenir ‘des paroles de vérité qui sont exactes’ ( ). Elle parle d’évènements qui ont réellement eu lieu et de personnes qui ont réellement existé (lire ). De nombreux historiens et archéologues ont confirmé que la Bible est exacte quand elle cite des dates, des personnages, des lieux et des évènements.","Bibel émen a lere a sang na “bibug bi ne été bi ne susuo bi tò fe bebela” ( ). A kòbò abui mam ya me nga bòben a mfang mfang ai bot bezing fe ya be nga nying abog té (Lang’a ). Abui beyem mam be nga boala na Bibel a kat bebela éyòng a kòbò dzam mimbu, bot, mefola ai mam mezing ya me nga bòben."
fr,ewo,"Dans beaucoup de domaines, la Bible était en avance sur son temps. Par exemple, quand elle parle de science, elle est exacte. Pourtant, quand elle a été écrite, la plupart des faits scientifiques dont elle parle n’étaient pas démontrés. C’est plus tard que la science a confirmé que la Bible disait vrai. La Bible est ‘toujours fiable, maintenant et pour l’éternité’ ( ).","Bia kòb abui mam a Bibel a nga dzo, a ma toben melu ma. Bi ne nòng mvulna ai é mam beyem mam ba dzo, Bibel nyè a nga kareya mò. Éyòng be nga til mam meté abui a mbeki a yebege na me ne tutué. Ve melu ma, beyem mam ba yebe na é mam Bibel a nga dzo me ne été. A ne hm été na, Bibel “a tié he é mam me nga teleben kòm ya kòm ése, ma yeane bòben ai fulu afiri ai susuo” ( )."
fr,ewo,"La Bible contient des prophéties * qui prédisent « les choses qui n’ont pas encore été faites » ( ). En effet, elle a prédit plusieurs évènements historiques longtemps avant qu’ils arrivent. Elle a aussi décrit avec beaucoup de précision les conditions dans lesquelles nous vivons aujourd’hui. Dans cette leçon, nous allons examiner quelques prophéties bibliques. Vous serez probablement surpris par leur exactitude !","Bibel a bele minkulen medzo * “ya é mam me mbeya ki bòben” ( ). A nga béndé abui mam abui mimbu osusua yi na ma bòben. A nga kat fe a sang akia ya énying ya yi bò melu maan ma. Ayègè di, bia zu yen abui minkulen medzo ya Bibel. Wò yi yeane kam abui éyòng wò yi yen akia ya mia toben tegè selen!"
fr,ewo,"Voyons quelques faits scientifiques dont parle la Bible, et examinons quelques prophéties bibliques remarquables.","Yene akia afé Bibel a toben ai é mam beyem mam ba dzo, ai yègè na o yem minkulen medzo ya Bibel."
fr,ewo,"Dans l’Antiquité, beaucoup pensaient que la terre reposait sur quelque chose. Regarder la VIDÉO .","Melu ya mvus, abui bot a nga be a tsog na si é bere a nguma dzom. Bebege VIDÉO ."
fr,ewo,VIDÉO : La terre ne repose sur rien (1:13),VIDÉO: Si é kele a mòmò dzom (1:13)
fr,ewo,Regardons ce que le livre de Job disait il y a 3 500 ans. Lire et discuter de cette question :,Bebege é dzam kalara Yiob a nga dzo mimbu 3500 ana. Lang’a ai yalen a nsili hi:
fr,ewo,Pourquoi est-il surprenant que la Bible dise que la terre est ‘suspendue sur rien’ ?,Amu dzé a ne dzam minkamen na Bibel a dzo na si é “kele a mòmò dzom”?
fr,ewo,"C’est seulement dans les années 1800 que les scientifiques ont bien compris le cycle de l’eau. Pourtant, la Bible a décrit ce phénomène il y a des milliers d’années. Lire et discuter de ces questions :",A mimbu 1800 ngò beyem mam be nga wog akia ya mendim ma wulu a si. Veda Bibel a nga kulen dò betoyina mimbu osusua. Lang’a ai yalen minsili mi tsaa mi:
fr,ewo,Pourquoi cette description simple du cycle de l’eau est-elle remarquable ?,Amu dzé akia ya Bibel a tié ane mendim ma wulu a si a ne éyegen dzam?
fr,ewo,Les versets que nous venons de lire vous donnent-ils confiance dans la Bible ?,Ye bifus bi Bibel bi he lang bia yemede afiri doé a Bibel?
fr,ewo,Lire et discuter de cette question :,Lang’a ai yalen a nsili hi:
fr,ewo,"Concernant la chute de Babylone, quels détails la Bible avait-elle prédits 200 ans à l’avance ?","Asu é dzam la bebe ntsamen Babilon, mam mefé Bibel a nga kulen mimbu 200 osusua?"
fr,ewo,VIDÉO : La Bible avait annoncé la chute de Babylone (0:58),VIDÉO: Bibel a nga béndé na Babilon a yi tsameben (0:58)
fr,ewo,"L’Histoire confirme que le roi Cyrus de Perse et son armée ont pris Babylone en 539 avant notre ère. Ils ont détourné le fleuve qui protégeait la ville. Ils ont pénétré dans la ville par les portes qui avaient été laissées grandes ouvertes, et ils l’ont prise sans se battre. Aujourd’hui, plus de 2 500 ans plus tard, Babylone est en ruines. Voyons ce que la Bible avait annoncé.","Minlang mi bot mia boala na Nkukuma Cyrus ya Persia ai nkan bita woé be nga nòng Babilon a mbu 539 O.A.D. * Be nga bò na é moro osoé a nga be a bomena tisòn a hélé. Ndò be nga nyii a mimbè mi nga ligi mi yoo, be nga nòng tisòn tegè lumen bita. Tò amvus mimbu 2500, Babilon a ngene bilig. Bi tam yen é mam Bibel a nga kuli."
fr,ewo,Lire et discuter de cette question :,Lang’a ai yalen a nsili hi:
fr,ewo,Comment cette prophétie s’est-elle accomplie ?,Akia afé nkulen adzo wi o nga dzaleben?
fr,ewo,La Bible appelle notre époque « les derniers jours » ( ). Voici ce qu’elle a annoncé à ce sujet :,Bibel a loé abog daan na “melu ya asugelen.” ( ) Bebege é dzam Bibel a nga dzo é bebege melu ya memana.
fr,ewo,Lire et discuter de cette question :,Lang’a ai yalen a nsili hi:
fr,ewo,"D’après la Bible, qu’est-ce qui se passerait pendant les derniers jours ?","Ane Bibel a dzo, dzé ya loren a melu ya memana?"
fr,ewo,Lire et discuter de ces questions :,Lang’a ai yalen minsili mi tsaa mi:
fr,ewo,"D’après la Bible, quel état d’esprit les gens auraient-ils pendant les derniers jours ?",Bibel a lere na kan mefulu mefé bot ba yi bi a melu ya memana?
fr,ewo,Lequel de ces comportements voyez-vous autour de vous ?,Ye o yeneya mimbòen mité a ngòra dzoé?
fr,ewo,ON ENTEND PARFOIS : « La Bible est un livre de légendes et de belles histoires. »,ABUI BOT DA DZO NA: “Bibel a ne kalara minlang ya okoba.”
fr,ewo,"D’après vous, quelle est la preuve la plus convaincante que la Bible est digne de confiance ?",Mfaa woé mendem mefé o bele na Bibel a ne é kalara bia yeane bi afiri ai nyè?
fr,ewo,"L’Histoire, la science et les prophéties démontrent que vous pouvez avoir confiance en la Bible.","Minlang, é mam beyem mam ba dzo, ai minkulen medzo me ne mendem ma lere na wò yeane bi afiri ai Bibel."
fr,ewo,La Bible est-elle une histoire vraie ou inventée ?,Ye Bibel a kat bia é mam me nga loren a mfang mfang ngeki na a ne kalara minkana?
fr,ewo,Quels faits montrent que la Bible est en accord avec la science ?,Mam mefé ma lere na Bibel ai é mam beyem mam ba dzo ma toben?
fr,ewo,"D’après vous, la Bible peut-elle prédire l’avenir ? Pourquoi ?",Ye wò tsog na Bibel a ne bia kuli é mam ma yi loren melu ma zu? Asu dzé?
fr,ewo,"Du point de vue de la science, y a-t-il des erreurs dans la Bible ?",Asu beyem mam ye bivus bi ne a Bibel?
fr,ewo,« La science est-elle d’accord avec la Bible ? » (article jw.org),“La science est-elle en accord avec la Bible?” (Nlang’en a jw.org)
fr,ewo,"À propos des derniers jours, que révèlent les faits ?",É mam ma loren ma lere dzé “é bebege melu ya memana”?
fr,ewo,"« 6 prophéties qui se réalisent sous vos yeux » ( La Tour de Garde , 1 er mai 2011)","“6 propheties qui se réalisent sous vos yeux” ( La Tour de Garde , 1 er mai 2011)"
fr,ewo,Comment les prophéties bibliques à propos de l’Empire grec se sont-elles réalisées ?,Akia afé minkulen medzo ma bebe édzoé Greki mi nga dzaleben.
fr,ewo,Fortifiés par « la parole prophétique » (5:22),A bi awono ai zen ya “ébug nkòbò profet” (5:22)
fr,ewo,Les prophéties bibliques ont changé le point de vue d’un homme sur la Bible.,Minkulen medzo mi nga tséndé nyenen mam mot zing a mbe bele asu Bibel.
fr,ewo,"« Pour moi, Dieu n’existait pas » ( La Tour de Garde n o 5 2017)","“Pour moi, Dieu n’existait pas” ( La Tour de Garde n° 5 2017)"
fr,ewo,"^ Une prophétie est un message venant de Dieu, par exemple l’annonce d’un évènement futur.",^ Minkulen medzo mi ne mefoé ma sò abe Zamba asu é mam ma yi bòben melu ma zu.
fr,ewo,"Depuis presque toujours, les humains adorent de nombreux dieux et déesses. Mais la Bible parle d’un Dieu qui est « plus grand que tous les autres dieux » ( ). Qui est ce Dieu ? Et qu’est-ce qui le rend plus grand que tous les autres dieux que les gens adorent ? Dans cette leçon, vous découvrirez comment Dieu se présente dans la Bible.","Abui mimbu ana na bot ba lugu abui bezamba. Ve Bibel a kòbò ai é “Zamba a ne anen aloro bezamba bese” ( ). Za a ne Zamba té? Ai dzé ya bò na a tòbò anen aloro é bezamba ya abui bot da lugu? Ayègè di, bia zu yen é dzam Zamba a yi na mi yem é bebege nyè."
fr,ewo,"Dans la Bible, Dieu se présente à nous. Il dit : « Je suis Jéhovah. C’est là mon nom » (lire ). « Jéhovah » est la forme française d’un nom hébreu qui, d’après des biblistes, signifie « Il fait devenir ». Jéhovah veut qu’on connaisse son nom ( ). Qu’est-ce qui le montre ? Dans la Bible, il a fait écrire son nom plus de 7 000 fois * ! Jéhovah est le nom du « vrai Dieu en haut dans le ciel et en bas sur la terre » ( ).","A Bibel Zamba a lere bia za ya a ne. A dzo na: “Me ne Yéhova. Ndò a ne dzoé dama” (Lang’a ). Dzoé “Yéhova” da sò a nkòbò Hébréa ya tilen na “Mveng’en mese.” Yéhova a yi na bi yem dzoé dié ( ). Akia afé bi ne dò yem? A nga bò na be til dzoé dié a Bibel aloro biyòng 7 000! * Yéhova a ne é dzoé da wogé he ai “Zamba tò a yob, tò a si” ( )."
