source_lang,target_lang,source_text,target_text
fr,dua,"8 Prenons un exemple : Un jeune qui est majeur vit chez ses parents. Son père l’aime beaucoup et il lui a appris à prendre de bonnes décisions. Un jour, le jeune homme décide de ne plus obéir à son père et il quitte la maison. Il se met à faire des choses mauvaises et il finit par avoir de graves problèmes. Diriez-​vous que c’est de la faute du père ? Diriez-​vous que le fils a des problèmes parce que son père l’a laissé partir ? Non ! ( ). Certains humains ont décidé de désobéir à Dieu et de faire ce qui est mal. Et comme le père de l’exemple, Dieu les a laissés faire. Donc, quand un malheur arrive, il faut se rappeler que ce n’est pas Dieu qui l’a provoqué. Ce ne serait pas juste de l’accuser.","8 No̱ngo̱ te̱ eyembilan a eso̱mb’a mun’a mome e maje̱ na bayedi bao. Sango ao a to̱ndi mo̱ jita, okwe̱le̱ pe̱ mo̱ ne̱ni no̱ngo̱ bedomsedi ba bwam. Na muna a pamwa sango, a dia bolongi, ala. A bola mambo ma bobe ma wanedi mo̱ ndutu. Mo̱, o me̱nde̱ numa sango njo̱m ońola nje e po̱ye̱ mo̱ ońolana a s’eki mun’ao ná a s’ala e? Ke̱m! ( ) Ka nu sango a muna, Loba a s’eki bato ba benama ponda ba po̱sino̱ o pamwa mo̱ na bola pe̱ nje ye bobe. Lambo la bobe di bolane̱ so̱ te̱, jangame̱ne̱ o jo̱nge̱le̱ ná seto̱ Loba nde a wan mo̱. E si me̱nde̱ te̱nge̱ne̱ ná di nume Loba njo̱m."
fr,dua,"9 Pourquoi est-​ce que Dieu n’a pas encore mis fin aux souffrances ? Il a une très bonne raison. Au chapitre 11 , vous apprendrez ce que la Bible dit à ce sujet. Mais vous pouvez être sûr que Dieu nous aime et que, quand nous avons des problèmes, ce n’est pas de sa faute. En fait, il est le seul à pouvoir les régler ( ).","9 Njo̱m a bwam ńe ońola nje Loba a diano̱ a mese̱le̱ ná mambo ma bobe ma bolane̱. O Jokwa 11 , o me̱nde̱ jokwa nje Bibe̱l e makwalano̱ jombwea nika. Nde we ná o be̱ mbaki ná Loba a to̱ndi biso̱; di s’angame̱ne̱ pe̱ to̱ numa mo̱ njo̱m ońola ndutu di be̱nno̱. Mbale̱ ńe nde ná, mo̱me̱ne̱ Mō̱ na mune nde e ná a bo̱le̱ ndut’asu.​— ."
fr,dua,"10 Dieu est saint ( ). Tout ce qu’il fait est pur et bien. Nous pouvons donc lui faire confiance. Par contre, les humains ne sont pas comme Dieu. Ils font parfois des choses mauvaises. Et même le chef politique le plus sincère n’a pas le pouvoir de faire disparaître les conséquences de la méchanceté. Personne n’est aussi puissant que Dieu. Dieu peut mettre fin à la méchanceté pour toujours, et il le fera. Il fera aussi disparaître toutes les conséquences de la méchanceté ( lire ).","10 Loba e bosangi. ( ) Nje ye̱se̱ a mabolano̱ ye bosangi na bwam. Je so̱ ná di lakisane̱ mo̱. Bato ba benama ba titi nika. Ponda iwo̱ ba mabola mambo ma bobe. Nate̱na mo̱me̱ne̱ mwanedi ńe mbale̱ buka be̱se̱ a si be̱n ngińa o po̱ngulane̱ bobe bwe̱se̱ babobe ba mabolano̱. Moto to̱ mō̱ a si be̱n ngińa buka Loba. E ná a po̱ngulane̱ ndutu ye̱se̱ babobe ba wanno̱, a me̱nde̱ pe̱ bola nika. A me̱nde̱ bo̱le̱ bobe bwe̱se̱ ná bam o bwindea.​— Langa ."
fr,dua,"11 Quand Dieu voit ce qui se passe dans le monde ou quand il vous voit souffrir, que ressent-​il ? La Bible enseigne qu’il « aime la justice » ( ). Ce qui est bien et ce qui est mal a beaucoup d’importance pour lui. Il déteste voir les humains souffrir. Dans le passé, il a eu « de la peine » en voyant que le monde était plein de méchanceté ( ). Et il n’a pas changé ( ). La Bible dit qu’il s’intéresse vraiment à vous ( lire ).","11 Ne̱ni Loba a masengano̱ o mulema ke̱ a me̱ne̱ nje e mabolane̱ o wase nikame̱ne̱ pe̱ na ndutu o makusano̱ e? Bibe̱l e mokwe̱le̱ ná Loba a “to̱ndi ka ni te̱m.” ( ) Ońola nika a mombwea ná pe̱ńe̱pe̱ńe̱ nje e te̱m na nje ye mpenga. A singe̱ ke̱ bato ba mataka. O mińa mi tombi, ponda e̱nno̱ ná bobe bo málonda o wase, Bibe̱l e makwala ná “nika e bwe̱se̱ mo̱ ndutu jita o mulema.” ( ) Loba a si tuko. ( ) Bibe̱l e makwala ná Loba a mombwea wa na mbale̱.​— Langa ."
fr,dua,"12 La Bible dit aussi que Dieu nous a créés à sa ressemblance ( ). Cela veut dire qu’il nous a faits avec les mêmes qualités que lui. Donc, si vous avez de la peine en voyant des personnes innocentes souffrir, Dieu est certainement encore plus triste que vous ! Comment pouvons-​nous en être sûrs ?","12 Bibe̱l e makwala pe̱ ná Loba a weki biso̱ o bowan bao. ( ) Nika e mapula nde kwala ná Loba a weki biso̱ na milemlem ma bede̱mo ba bwam a be̱nno̱. Ońola nika yete̱na wa o mabwa ndutu ke̱ o me̱ne̱ basibe̱n njo̱m ba mataka, Loba mo̱ a mabwa ndutu buka wa ke̱ a me̱ne̱ nika! Ne̱ni di bino̱ nika e?"
fr,dua,"13 La Bible enseigne que « Dieu est amour » ( ). Tout ce qu’il fait, il le fait par amour. Et si nous aimons, c’est parce que Dieu aime. Si vous aviez le pouvoir de mettre fin aux souffrances et aux injustices, le feriez-​vous ? Oui, parce que vous aimez les gens. Dieu, lui, a le pouvoir de mettre fin aux souffrances et aux injustices, et parce qu’il nous aime, il va le faire ! Les promesses de Dieu qui sont décrites au début de ce livre vont toutes se réaliser. Vous pouvez en être sûr ! Mais pour croire à ces promesses, vous avez besoin de mieux connaître Dieu.","13 Bibe̱l e mokwe̱le̱ biso̱ ná “Loba e nde ndolo.” ( ) Ndolo nde e matute̱le̱ Loba o bebolo bao be̱se̱. Je so̱ nde ndolo ońolana Loba pe̱ e ndolo. Dutea te̱: O be̱ne̱ te̱ ngińa, o wusa bo̱le̱ take ńe̱se̱ na si te̱me̱ la sim le̱se̱ le o wase e? E, o wusa bola nika, ońolana o to̱ndi bato. Loba pe̱ so̱ e? A be̱n ngińa, kana a to̱ndino̱ pe̱ biso̱; a me̱nde̱ sumwa take ńe̱se̱ na ka ni si te̱m ńe̱se̱. We ná o be̱ mbaki ná dikaki la Loba te̱ la ma matilabe̱ o bebotedi ba nin kalati di me̱nde̱ londa! Nde ná o we̱le̱ lakisane̱ man makaki, wangame̱ne̱ o bata jokwa jombwea Loba."
fr,dua,"14 Si vous voulez devenir l’ami de quelqu’un, quelle est la première chose que vous lui dites ? Votre nom. Et Dieu, a-​t-​il un nom ? Beaucoup de religions disent que son nom est Dieu ou Seigneur. Mais ce ne sont pas des noms. Ce sont des titres, comme « roi » ou « président ». Dieu nous dit que son nom est Jéhovah. On lit en : « Toi, dont le nom est Jéhovah, tu es, toi seul, le Très-Haut sur toute la terre ! » Les hommes qui ont écrit la Bible ont utilisé le nom de Dieu plus de 7 000 fois. Jéhovah veut que vous connaissiez son nom et que vous l’utilisiez. Il vous dit son nom pour que vous deveniez son ami.","14 O mapula te̱ o be̱ diko̱m la moto, njika lambo laboso o mase̱le̱no̱ langwea mo̱ e? Dina lo̱ngo̱. Mo̱, Loba a be̱n dina e? Bebasi jita be makwala ná dina lao ná Loba to̱so̱ Sango, nde seto̱ mina ma; beto̱ti be kana “kiṅe̱” to̱so̱ “sango ekombo.” Loba a langwedi biso̱ ná dina lao ná Yehova. mo̱ ná: “Ná ba bie ná wame̱ne̱ mō̱ nu be̱n dina ná Yehova nde we Ńasam omo̱ń a wase ńe̱se̱.” Batiledi ba Bibe̱l ba bolane̱ dina la Loba lokoli la ngedi. Yehova a mapula ná o bie dina lao, o bolane̱ pe̱ mo̱. A malangwea wa dina lao ná o be̱ diko̱m lao."
fr,dua,15 Ce que le nom de Dieu signifie est très important. Son nom signifie qu’il est capable de réaliser son projet et toutes ses promesses. Rien ne peut l’arrêter. Il n’y a que Jéhovah qui peut porter ce nom * .,"15 Dina la Loba, Yehova, di be̱n beteledi ba njiba. Beteledi bao be nde ná, Loba a dongame̱n o londise̱ dikaki te̱ a mabolano̱ nikame̱ne̱ pe̱ na mwano mao. To̱ lambo di si meka mo̱. Yehova mo̱me̱ne̱ mō̱ nde e ná a be̱ne̱ di dina. *"
fr,dua,"16 dit : « Grandes et prodigieuses sont tes œuvres, Jéhovah Dieu, le Tout-Puissant. Justes et vraies sont tes manières d’agir, Roi d’éternité. » Que veut dire le titre « Tout-Puissant » ? Que Jéhovah est la personne la plus puissante de l’univers. Et que veut dire le titre « Roi d’éternité » ? Qu’il est éternel, c’est-à-dire qu’il a toujours existé. explique qu’il existe depuis toujours et qu’il existera toujours. C’est extraordinaire, n’est-​ce pas ?","16 Ka nje te̱ di se̱le̱no̱ langa omo̱ń, mu makwala jombwea Yehova ná: “Wame̱ne̱ mō̱ . . . nde we Ńasam.” pe̱ be makwala ná: “Bebolo bo̱ngo̱ be bonde̱ne̱ na betańsedi, a Sango Loba la Ngum; mangea mo̱ngo̱ ma te̱m na sim, me pe̱ mbale̱, a Kiṅ’a matumba! O Yehova a mabelabe̱ ná “Kiṅ’a bwindea.” Nje ye beteledi ba eto̱ti ná “Ńangum” e? E mapula nde o kwala ná Yehova nde a be̱n ngińa buka bato be̱se̱ o mo̱ń na o wase. Eto̱ti pe̱ ná ‘Kiṅ’a bwindea’ e mapula nde o kwala ná Loba to̱ diwo̱ di si se̱le̱ mo̱ oboso, to̱ diwo̱ pe̱ di si me̱nde̱ be̱ ombus’ao. mi matele̱ye̱ ná e nde o bwindea na bwindea. Nika e titi betańsedi e!"
fr,dua,"17 Il n’y a qu’un seul Créateur : Jéhovah. dit : « Tu es digne, Jéhovah notre Dieu, de recevoir la gloire et l’honneur et la puissance, car tu as créé toutes choses, et c’est par ta volonté qu’elles sont venues à l’existence et ont été créées. » Que veut dire le titre « Créateur » ? Que Jéhovah a tout créé : les anges, les étoiles, les fruits, les animaux et tout le reste !","17 Yehova mo̱me̱ne̱ mō̱ nde e Muwekedi. Kalat’a e makwala ná: “Wa, a Sango asu [Yehova] na Loba lasu, o dongame̱n o kusa sesa n’edube na ngińa; ebanja wa nde o weki mambo me̱se̱, ońola jemea lo̱ngo̱ nde meno̱, ma wekabe̱no̱ pe̱.” Botea na ange̱l a mo̱ń, wala o ngengeti ya dibobe̱ nate̱na o bepuma ba myele na su’a madiba​—Yehova nde a weki mambo me̱se̱!"
fr,dua,"18 Quand certains découvrent les qualités de Jéhovah, ils se disent : « Dieu est si puissant, si grand et si loin. Pourquoi est-​ce qu’il s’intéresserait à moi ? » Mais Jéhovah veut-​il que vous pensiez cela ? Non ! Il veut être votre Ami. Il veut être proche de vous. La Bible dit qu’il n’est « pas loin de chacun de nous » ( ). Et il veut que vous vous rapprochiez de lui. Il promet que, si vous le faites, « il s’approchera de vous » ( ).","18 Bato bō̱ ba langi te̱ o Bibe̱l jombwea bede̱mo ba betańsedi ba Yehova, ba mabwa bo̱ngo̱, ba dutea ná ‘Loba a be̱n ngińa ni pakapakan, e mweńa jita, a po̱ti pe̱ etum jita, ońola nje so̱ eno̱ ná ombwea mba e?’ Nde nika nde Loba a mapulano̱ ná jo̱nge̱le̱ e? Ke̱m. Yehova a mapula o be̱ be̱be̱ na biso̱. Bibe̱l e makwala ná Loba “a titi etum na to̱ mō̱ ńasu.” ( ) Loba a mapula ná o siseye mo̱ be̱be̱, a makakane̱ ná ‘mo̱ pe̱ a masisea be̱be̱ na wa.’​— ."
fr,dua,"19 Comment pouvez-​vous devenir l’ami de Dieu ? Jésus a dit : « Ceci signifie la vie éternelle : qu’ils apprennent à te connaître, toi, le seul vrai Dieu, et celui que tu as envoyé, Jésus Christ » ( ). Continuez d’apprendre à connaître Jéhovah et Jésus. Vous pourrez alors avoir la vie éternelle, c’est-à-dire vivre pour toujours. Par exemple, vous avez déjà appris que « Dieu est amour » ( ). Mais il a beaucoup d’autres qualités. La Bible dit qu’il est « compatissant, lent à se mettre en colère et abondant en amour fidèle et en vérité » ( ). Il est « bon et prêt à pardonner » ( ). Il est aussi patient et fidèle ( ). En lisant la Bible, vous apprendrez encore plus de choses sur Dieu et sur ses qualités.","19 Ne̱ni weno̱ ná o be̱ diko̱m la Loba e? Yesu a kwali ná: “Nde longe̱ la bwindea le nde ná ba bie wa, Loba la mbale̱ mō̱ me̱ne̱, na nu o lomno̱, Yesu Kristo.” ( ) Benga o jokwa, o me̱nde̱ bia Yehova na Yesu. Na nika nde weno̱ ná o be̱ne̱ longe̱ la bwindea. K’eyembilan, di májokwa ná “Loba e nde ndolo.” ( ) Nde a be̱n pe̱ bede̱mo bepe̱pe̱ ba bwam. Bibe̱l e malangwea biso̱ ná Yehova e “muyao na ndolo, muńo̱ngo̱ o malinga, m’bwaṅ o ndedi na mbale̱.” ( ) Yehova e ‘bwam, a le̱le̱m o lakise̱.’ ( ) Loba e we̱lisane̱ na jemea. ( ) O bolanga bo̱ngo̱ ba Bibe̱l, o me̱nde̱ bata jokwa jombwea bede̱mo bao ba bwam."
fr,dua,"20 Comment pouvez-​vous être l’ami de Dieu alors que vous ne le voyez pas ? ( ). En lisant la Bible, vous apprendrez à bien le connaître ( ). Et plus vous apprendrez de choses sur lui, plus vous l’aimerez et plus votre amitié avec lui deviendra forte.","20 Ne̱ni weno̱ ná o sisea Loba be̱be̱ yete̱na o si me̱ne̱ mo̱ e? ( ) O langi te̱ o Bibe̱l mambo jombwea Yehova, o mawe̱le̱ o so̱ṅtane̱ ná e nde Ebe̱yed’a longe̱ yena ye na mbale̱. ( ) Nika o mabatano̱ jokwa jombwea Yehova, o me̱nde̱ bata to̱ndo̱ mo̱ na sisea mo̱ be̱be̱."
fr,dua,"21 Vous comprendrez que Jéhovah est notre Père : il nous a donné la vie, et il veut pour nous la meilleure vie possible ( ). C’est ce que tous les pères pleins d’amour veulent pour leurs enfants ( ). La Bible enseigne que vous pouvez être l’ami de Dieu ( ). Jéhovah, le Créateur de l’univers, veut que vous soyez son ami !","21 O me̱nde̱ so̱ṅtane̱ ná Yehova e nde Tet’asu. ( ) A boli biso̱ longe̱, a mapula pe̱ ná di be̱ne̱ mbad’a longe̱ ńe bwam buka ye̱se̱. Nika nde sango a bana ńa ndolo a mapuleano̱ bana bao. ( ) E, Bibe̱l e mokwe̱le̱ ná we ná o be̱ diko̱m la Yehova. ( ) Dutea te̱ ná Yehova, Muweked’a mo̱ń na wase, a mapula ná o be̱ diko̱m lao!"
fr,dua,22 Certaines personnes voudront peut-être que vous arrêtiez d’étudier la Bible. Elles auront peut-être peur que vous changiez de religion. Mais ne laissez personne vous empêcher de devenir l’ami de Dieu. Jéhovah est le meilleur Ami que vous puissiez avoir.,22 Bato bō̱ be ná ba pula ná wese̱le̱ jokwa lo̱ngo̱ la Bibe̱l. Be ná ba bwa bo̱ngo̱ ná o me̱nde̱ tukwa ebas’ango̱. Nde o s’ese̱le̱ ná to̱ moto eke wa o be̱ diko̱m la Yehova. Mo̱ nde e mpete̱ ma Diko̱m weno̱ ná o be̱ne̱.
fr,dua,23 Il y aura des choses dans la Bible que vous ne comprendrez pas. N’ayez pas honte de poser des questions ou de demander de l’aide. Jésus a dit que nous devons être comme les petits enfants ( ). Les enfants ne sont pas orgueilleux et ils posent beaucoup de questions. Dieu veut que vous trouviez les réponses. Étudiez donc la Bible avec sérieux pour voir si ce que vous apprenez est la vérité ( lire ).,"23 Nika weno̱ o jokwa Bibe̱l, mambo mō̱ me mena o si me̱nde̱no̱ so̱ṅtane̱. O si bwa iso̱n o baise̱ myuedi to̱so̱ jongwane̱. Yesu a kwali ná jangame̱n o sibise̱ ńolo, ka bana basadi. ( ) Bana basadi ba mabaise̱ myuedi jita. Loba a mapula ná o so̱ malabe̱. Ońola nika so̱, okwa Bibe̱l na iwiye̱ ná o be̱ mbaki ná nje weno̱ o jokwa ye nde mbale̱.​— Langa ."
fr,dua,"24 La meilleure façon d’apprendre à connaître Jéhovah est d’étudier la Bible. Dans le chapitre 2, vous découvrirez pourquoi la Bible est différente des autres livres.","24 Mbad’a bwam ni buki ye̱se̱ ńa jokwa jombwea Yehova ńe nde jokwa la Bibe̱l. O jokwa di bupe̱, di me̱nde̱ jombwea ońola nje Bibe̱l ńeno̱ diwengisan na to̱ njika kalati nipe̱pe̱."
fr,dua,"^ § 15 Si le nom « Jéhovah » ne se trouve pas dans votre bible ou si vous voulez en savoir plus sur ce qu’il signifie et sur sa prononciation, lisez la note n o 1 .","^ par. 15 Yete̱na Bibe̱l ango̱ e si be̱n dina la Yehova, to̱so̱ ná o mapula o bata bia mambo jombwea beteledi ba dina la Loba, na ne̱ni pase̱le̱ mo̱, son ombwa Maki 1 ."
