source_lang,target_lang,source_text,target_text
fr,dua,Jésus est lui aussi un témoin. La Bible l’appelle le « témoin fidèle et véridique » ( ). Il a dit lui-​même avoir fait connaître le nom de Dieu et rendu « témoignage à la vérité » ( ). Ses disciples doivent par conséquent porter et faire connaître le nom divin. C’est ce que s’efforcent de faire les Témoins de Jéhovah.,"Di mabupe̱ eyembilan a Yesu. Bibe̱l e mabele̱ Yesu ná “mboṅ a jemea na ńa mbale̱.” ( ) Mo̱me̱ne̱ a kwali ná a ‘bīse̱ bato dina la Loba’, a ‘boli pe̱ mboṅ ońola mbale̱’ jombwea Loba. ( ) Ońola nika nde Kriste̱n ya mbale̱ yangame̱ne̱no̱ bambe̱ na bīse̱ dina la Yehova. Miwe̱n masu me̱se̱ me nde ońola nika."
fr,dua,Pourquoi les Étudiants de la Bible ont-​ils pris le nom « Témoins de Jéhovah » ?,Ońola nje Bokwe̱ Bibe̱l ba no̱ngino̱ dina la Mboṅ a Yehova e?
fr,dua,Depuis combien de temps Jéhovah a-​t-​il des témoins sur terre ?,Botea njika ponda Yehova a be̱nno̱ mboṅ o wase e?
fr,dua,Qui est le plus grand Témoin de Jéhovah ?,Nja ńe Mboṅ a Yehova ninde̱ne̱ e?
fr,dua,Abraham et Sara,Abraham na Sara
fr,dua,"La Bible avait annoncé qu’après la mort de Christ, de faux enseignants apparaîtraient parmi les premiers chrétiens et déformeraient la vérité biblique ( ). Et c’est exactement ce qui s’est passé. Les enseignements de Jésus ont été mélangés à des idées non chrétiennes, ce qui a abouti à une contrefaçon du christianisme ( ). Alors, comment être sûr que notre compréhension actuelle de ce qu’enseigne réellement la Bible est correcte ?",Bibe̱l e se̱le̱ bīse̱ ná ombusa kwed’a Kristo balēdi ba mpoṅ ba me̱nde̱ jingea o mulo̱ṅ má Kriste̱n na yue̱le̱ pe̱ belēdi ba mbale̱. ( ) Nika pe̱ nde e timbino̱ o be̱. Ba balēdi ba mpoṅ ba lati belēdi ba Yesu na mo̱nge̱le̱ ma basibi. Nika nde bebasi ba mpoṅ be botedino̱. ( ) Ne̱ni jeno̱ ná di be̱ mbaki ná di be̱n so̱ṅtane̱ di te̱nge̱n la nje Bibe̱l e mokwe̱le̱no̱ na mbale̱ e?
fr,dua,"Le moment était venu. « Au temps de la fin », avait prédit Jéhovah, « la vraie connaissance deviendra abondante » ( ). En 1870, un petit groupe de personnes en quête de vérité ont compris que de nombreux enseignements religieux étaient contraires à la Bible. Elles ont donc cherché à comprendre ce que celle-ci enseignait à l’origine. Jéhovah les a aidées.","Yehova mo̱me̱ne̱ a busise̱ mbale̱ o pond’ao. A se̱le̱ o bīse̱ ná o ponda nisukan so̱ṅtane̱ la mbale̱ di me̱nde̱ to̱ndo̱. ( ) O mbu ma 1870, dibe̱le̱ la bato disadi o muwaso̱ ma mbale̱, di so̱i ná Bibe̱l e si masue̱le̱ jita la belēdi ba bebasi. Na mo̱ di botea o wasa so̱ṅtane̱ la belēdi ba mbale̱ ba Bibe̱l. Yehova a namse̱ ebol’abu."
fr,dua,"Une étude approfondie de la Bible. Les Étudiants de la Bible utilisaient une méthode d’étude dont nous nous servons encore aujourd’hui : Ils examinaient la Bible sujet par sujet. Quand ils avaient du mal à comprendre un passage, ils cherchaient d’autres versets pouvant l’expliquer. Une fois arrivés à une conclusion qui collait avec le reste de la Bible, ils l’écrivaient. En laissant ainsi la Bible s’expliquer par elle-​même, ils ont retrouvé la vérité sur le nom de Dieu, sur son royaume, sur sa volonté pour la terre et les humains, sur la condition des morts et sur l’espoir de la résurrection. Leurs recherches les ont libérés de nombreuses fausses croyances et pratiques ( ).","Ba we̱le̱ milema mabu o jokwa Bibe̱l ná te̱ite̱i. Bokwe̱ Bibe̱l ba ta ba be̱ne̱ mbad’a jokwa ńena biso̱ pe̱ di mabupe̱no̱ we̱nge̱. Ba ta ba no̱ngo̱ tema ombusa tema. Ba so̱i te̱ epas’a Bibe̱l ye ndutu o so̱ṅtane̱, ba mombwea nde bepasi bepe̱pe̱ o tele̱ye̱ mo̱. Ba po̱i te̱ o jo̱nge̱le̱ diwo̱ le mulatako na bene̱ bepasi, ba matila nde mo̱. Bese̱le̱ ná Bibe̱l mo̱me̱ne̱ e bole beteledi. Ba timbi o so̱ mbale̱ jombwea dina la Loba, Janea lao, mwano mao ońola mbel’a moto, ebe̱yed’a bawedi na dipita ońola bepumbwedi. Muwaso mabu mu te̱se̱ babo̱ wonja na belēdi ba mpoṅ nikame̱ne̱ pe̱ na beboledi ba bobe.​— ."
fr,dua,"En 1879, les Étudiants de la Bible ont compris que le moment était venu de faire largement connaître la vérité. Ils ont donc commencé à éditer La Tour de Garde annonce le Royaume de Jéhovah , une revue que nous publions encore de nos jours. Aujourd’hui, nous communiquons la vérité biblique dans plus de 240 pays et territoires et en plus de 900 langues. Jamais la vraie connaissance n’a été si abondante !","O mbu ma 1879, Bokwe̱ Bibe̱l ba so̱ṅtane̱ ná ponda nin o camane̱ mbale̱ o wase ńe̱se̱. O mu mbu pe̱ nde ba botedino̱ busise̱ kalati ni belabe̱ na fre̱nsi ná, La Tour de Garde annonce le Royaume de Jéhovah . We̱nge̱ di mabīse̱ bato mbale̱ o 240 ba bekombo na o buka na 900 ba leme̱. Na mbale̱, so̱ṅtane̱ la mbale̱ di máto̱ndo̱!"
fr,dua,"Après la mort de Christ, qu’est-​il arrivé à la vérité biblique ?",Ombusa kwed’a Yesu nje e po̱yedi belēdi ba Bibe̱l e?
fr,dua,Comment cette vérité a-​t-​elle refait surface ?,Nje yongwane̱ biso̱ o so̱ mbale̱ e?
fr,dua,"Années 1870, Étudiants de la Bible.",Bokwe̱ Bibe̱l o mimbu 1870
fr,dua,"1879, première Tour de Garde en anglais.",La Tour de Garde ( Njongo a Betatedi ) ńaboso o mbu ma 1879
fr,dua,La Tour de Garde aujourd’hui (en grec).,Njongo a Betatedi we̱nge̱
fr,dua,"Pendant des dizaines d’années, nous avons utilisé, imprimé et diffusé plusieurs versions de la Bible. Puis nous avons ressenti le besoin d’éditer une nouvelle traduction pour aider chacun à découvrir la « connaissance exacte de la vérité », comme le veut Dieu ( ). C’est ainsi qu’en 1950 la Traduction du monde nouveau en anglais a commencé à paraître par volumes. Cette Bible a été traduite avec fidélité et exactitude, dans un langage moderne, en plus de 160 langues.","Etum a mimbu Mboṅ a Yehova i bolane̱, i busise̱, i bola pe̱ bato jita la betukwedi ba Bibe̱l. Kana Loba a mapulano̱ ná moto te̱ a be̱ne̱ ‘so̱ṅtane̱ la mbale̱’ di te̱nge̱n, je̱n mweńa mwa tukwa Bibe̱l bupisane̱ jemea lao. ( ) Di botedi busise̱ Bibe̱l Traduction du Monde Nouveau o mbu ma 1950. Ni Bibe̱l e te̱nge̱n, e be̱ pe̱ mbale̱. E tilabe̱ o buka na 160 leme̱."
fr,dua,"Une version facile à comprendre. Les langues évoluant, beaucoup de traductions contiennent des expressions peu connues ou hors d’usage, difficiles à comprendre. Par ailleurs, la découverte de manuscrits plus anciens, et donc plus exacts et plus proches des originaux, a abouti à une meilleure compréhension de l’hébreu, de l’araméen et du grec bibliques.","E ta e pula Bibe̱l ni titi ndutu o so̱ṅtane̱. Leme̱ lo matukwa na ponda. Nikame̱ne̱ pe̱ nde Bibe̱l iwo̱ i be̱nno̱ byala be tombi ponda be pe̱ ndutu o so̱ṅtane̱. O bati pe̱te̱ ná, Bibe̱l ya boso i te̱nge̱n ye pe̱ mbale̱ i so̱be̱, yongwane̱ o kusa so̱ṅtane̱ la bwam la betiledi ba Bibe̱l o bwambo ba Bonahebe̱r, Siria, na Grikia."
fr,dua,"Une traduction fidèle au message de Dieu. Par souci de fidélité, les traducteurs de la Bible devraient s’interdire de prendre des libertés avec les écrits originaux inspirés par Dieu. Pourtant, la plupart des versions de la Bible n’utilisent pas le nom divin, Jéhovah.","E ta e pula betukwedi be matimbise̱le̱ Eyal’a Loba ná te̱ite̱i. O mulopo ma no̱ngo̱ mboṅ a wengisane̱ jo̱nge̱le̱ la Eyal’a Loba, batukwedi ba Bibe̱l bangame̱ne̱ be̱ jemea n’Eyal’a Loba. O jita la betukwedi ba Bibe̱l, dina la Loba, Yehova, di si maso̱be̱ oten."
fr,dua,"Une Bible qui honore son Auteur. ( .) La Traduction du monde nouveau utilise le nom divin aux quelque 7 000 endroits où il apparaît dans les plus anciens manuscrits de la Bible, comme celui de la photo ci-dessous ( ). Résultat d’années de recherches approfondies, cette Bible qui transmet clairement la pensée de Dieu se lit avec plaisir. Que vous ayez ou non cette traduction dans votre langue, nous vous encourageons à prendre l’habitude de lire chaque jour la Parole de Jéhovah ( ).","E ta e pula Bibe̱l ni mabwe̱le̱ Loba. ( ) O Traduction du Monde Nouveau di timbise̱le̱ dina la Yehova be̱be̱ na 7 000 la ngedi kana Bibe̱l ya boso. Ombwa eyembilan a duta le owase wan. ( ) Ni Bibe̱l e do̱li o langa, e mabusise̱ pe̱ ná te̱ite̱i jo̱nge̱le̱ la Loba ońolana di no̱ngi ponda o tukwa mo̱. To̱ o si be̱n nde Traduction du Monde Nouveau o eyem’ango̱, son ko̱lo̱ngo̱ne̱ o langa Eyal’a Yehova buńa te̱.​— ."
fr,dua,Pourquoi fallait-​il une nouvelle traduction de la Bible ?,Ońola nje e tano̱ e pula betukwedi ba Bibe̱l ba peńa e?
fr,dua,Quelle habitude permet de connaître la volonté de Dieu ?,"Ná o bie jemea la Loba, nje wangame̱ne̱no̱ o bola buńa te̱ e?"
fr,dua,Beaucoup ne vont plus aux offices religieux parce qu’ils n’y trouvent ni direction spirituelle ni réconfort. Pourquoi donc assister aux réunions organisées par les Témoins de Jéhovah ? Qu’en retirerez-​vous ?,Jita we̱nge̱ ba si mala pe̱ o mandabo ma bebasi ońolana ba si makusa bediedi to̱ belo̱ko̱medi. Ońola nje so̱ jangame̱ne̱no̱ o jukea o ndongame̱n ya Mboṅ a Yehova e? Nje o matombwane̱no̱ oten e?
fr,dua,"La joie d’être en bonne compagnie. Les chrétiens du I er siècle étaient organisés en assemblées. Ils tenaient des réunions pour adorer Dieu, étudier les Écritures et s’encourager ( ). Dans une atmosphère pleine d’amour où chacun se souciait des autres, ils se rassemblaient avec de vrais amis, leurs frères et sœurs spirituels ( ). Nous suivons leur exemple, ce qui nous procure une joie semblable.","Muńe̱nge̱ ma be̱ne̱ mako̱m ma ndolo ma mombweye̱ wa. Kriste̱n a boso i ta i boka ka myemba, i ko̱to̱me̱ o jowe̱ Loba, jokwa Bibe̱l na o jumwe̱le̱ mō̱ na nune̱. ( ) O mu mulatako ma ndolo ba ta mako̱m ma mbale̱, bonasango na bonańango o mudī. ( ) Mulemlem m’eyembilan pe̱ nde di mabiano̱ we̱nge̱, ońola nika nde biso̱ pe̱ di be̱nno̱ mulemlem ma muńe̱nge̱."
fr,dua,"Une formation pour appliquer les principes bibliques. Comme aux temps bibliques, hommes, femmes et enfants se réunissent ensemble. Des enseignants qualifiés se servent de la Bible pour nous aider à discerner comment appliquer ses principes dans notre vie de tous les jours ( ). Chacun peut exprimer sa foi et son espérance en participant à des discussions et en chantant ( ).","Muse̱ṅ ma jokwa bia ne̱ni weno̱ ná o we̱le̱ betiledi ba Bibe̱l o ebolo. Kana o ponda Mose, we̱nge̱ pe̱ bome, bito na bana, ba mako̱to̱me̱ mwemba. Balēdi ba bwam ba mabolane̱ Bibe̱l o jongwane̱ biso̱ ná di dangwe bupisane̱ bete̱sedi ba Loba. ( ) Biso̱ be̱se̱ di mapuse̱le̱ dipita lasu tongwea na bola malabe̱ na lo̱ngo̱ la myenge m’esese.​— ."
fr,dua,"Le bonheur d’avoir une foi plus forte. L’apôtre Paul a dit aux membres d’une assemblée de son époque : « Je désire vivement vous voir pour [...] que nous nous encouragions les uns les autres par notre foi, la vôtre comme la mienne » ( ). Nous réunir régulièrement avec d’autres Témoins de Jéhovah renforce notre foi et notre détermination à vivre en chrétiens.","Muse̱ṅ ma jouse̱ dube̱ lo̱ngo̱ la Loba. Ńamuloloma Paulo a tiledi mwemba mō̱ ma pond’ao mo̱ na: ‘ne ńo̱ngi o je̱ne̱ bińo̱, ná mba pe̱ ná kuse jembame̱ ke̱ ne oteten ańu ońola jemea lasu, la mō̱ na nune̱, bińo̱ ońola lam, mba pe̱ ońola lańu.’ ( ) O ndongame̱n asu, mulatako masu na bane̱ bonasango mu membe̱ dube̱ lasu ná di tike be̱ kriste̱n ya mbale̱."
fr,dua,Cela vous dirait-​il d’assister à la prochaine réunion de notre assemblée pour profiter de tous ces avantages ? Vous y serez bien accueilli ! Nos réunions sont gratuites ; il n’y a jamais de quête.,"Na we̱ne̱ na miso̱ mo̱ngo̱, ya jukea o ndongame̱n asu ni maye̱. O me̱nde̱ kasabe̱ na ndolo. O si be̱n ná o sawe to̱ lambo."
fr,dua,Quel exemple suivons-​nous pour ce qui est de nos réunions ?,Ndongame̱n asu i se̱medi nde o njik’eyembilan e?
fr,dua,Qu’apportent nos réunions ?,Njika muse̱ṅ weno̱ ná o kusa yete̱ná wukedi o ndongame̱n asu e?
fr,dua,"Pour assister régulièrement à nos réunions, nous sommes prêts à nous frayer un chemin dans la jungle ou à affronter un climat rude. Les difficultés de la vie ou la fatigue d’une journée de travail ne nous empêchent pas de fréquenter d’autres Témoins de Jéhovah. Quelle est la récompense de ces efforts ?","Mbua, to̱ lo̱ndo̱ la bwaba ba si meka biso̱ ná jukeye o ndongame̱n asu. Mboṅ a Yehova i be̱n ndut’a longe̱, i mawo̱lo̱ pe̱ ka bato be̱se̱ ponda i mawano̱ o ebolo. Nde ońola nje ba mapo̱ngo̱no̱ miwe̱n jita o jukea o ndongame̱n na bane̱ bonasango abu e?"
fr,dua,"Un sentiment de bien-être. L’apôtre Paul a invité les membres des assemblées à ‘se soucier les uns des autres’ ( ). Par cette expression, il nous encourage à apprendre à nous connaître. En apprenant à connaître d’autres membres de l’assemblée, nous nous rendons compte qu’ils ont réussi à surmonter des difficultés semblables à celles que nous avons. Ils peuvent donc nous aider à venir à bout des nôtres.","Mwe bwam ońola ja lasu la bwam. Ponda a tano̱ a kwalea ońola ba ba mako̱to̱me̱ o mwemba, ńamuloloma Paulo a kwali ná “jombwane̱ mō̱ na nune̱.” ( ) Na be byala, a puli nde o kwalisane̱ biso̱ ná “di no̱nge ponda o biane̱le̱.” Na di take mwemba na bonasango asu. Di sisedi te̱ mbia te̱ ma bonasango asu be̱be̱, di me̱nde̱ so̱ ná ba mapo̱ngo̱ miwe̱n o buka jita la ndutu ye bowan ka yasu. Be ná bongwane̱ biso̱ o tongwe̱le̱."
fr,dua,"Des amitiés durables. Lors de nos réunions, nous ne retrouvons pas de simples connaissances, mais des amis. En d’autres occasions, nous passons du temps ensemble dans des divertissements convenables. Que procure ce genre de fréquentations ? Nous apprenons à nous apprécier les uns les autres, ce qui renforce nos liens d’amour. Ainsi, lorsque l’un de nous rencontre des problèmes, nous l’aidons volontiers, car de solides liens d’amitié ont été noués ( ). En fréquentant tous les membres de notre assemblée, nous montrons que nous ‘nous soucions les uns des autres’ ( ).","Mu mongwane̱ o longa mako̱m ma bo̱ibo̱i. O ndongame̱n asu di titi buka te̱ beko̱lo̱ngo̱ne̱, je pe̱ nde mako̱m ma batabata. Di madongame̱ne̱ pe̱ dongo la ponda o longe̱le̱ ńolo. Njika tombwane̱ mu mulatako mu mawaneano̱ biso̱ e? Di mokwa biane̱le̱ mō̱ na nune̱. Ndol’asu pe̱ e mabata jembame̱. Nika e mabola ná, ponda bonasango asu ba makusano̱ ndutu, je be̱be̱ o jongwane̱ babo̱, ka mako̱m ma mbale̱. ( ) Tongwea na mu mulatako masu di malee̱le̱ ná je nde belongi be mongwane̱le̱ mō̱ na nune̱.​— ."
fr,dua,Nous vous encourageons à choisir pour amis ceux qui font la volonté de Dieu. Vous trouverez de tels amis parmi les Témoins de Jéhovah. Que rien ne vous retienne de vous joindre à nous !,"Di mome̱le̱ wa ná o po̱se mako̱m mo̱ngo̱ oteten a ba ba mabole̱ jemea la Loba, ka Mboṅ a Yehova. Son, bola me̱se̱ o lata na biso̱."
fr,dua,Pourquoi nous est-​il profitable de nous retrouver lors de nos réunions ?,Ońola nje nika ńeno̱ biso̱ tombwane̱ ná di ko̱to̱me̱ o ndongame̱n e?
fr,dua,Quand aimeriez-​vous faire connaissance avec notre assemblée ?,"O me̱nde̱ so̱ to̱ndo̱ o jukea o ndongame̱n asu, na lata na biso̱ e?"
fr,dua,"Les réunions des chrétiens du I er siècle n’étaient pas des cérémonies. Au programme figuraient principalement des chants, des prières ainsi que la lecture et la discussion de versets des Écritures ( ). C’est également le cas de nos réunions.","Ndongame̱n ya ponda bokwedi ba Yesu i ta nde i be̱ne̱ buka te̱, myenge m’esese, mika, bolanga na bekwali be se̱medi o Bibe̱l. ( ) Ndongame̱n asu pe̱ mulemlem."
